FBID,female_narrow_heritability,male_narrow_heritability
XLOC_001747,0.163,0.109
XLOC_001748,0.027,0.019
XLOC_001751,0.000,0.168
XLOC_001752,0.049,0.026
XLOC_001753,0.078,0.131
XLOC_001754,0.018,0.071
XLOC_001755,0.035,0.074
XLOC_001756,0.000,0.000
XLOC_001757,0.051,0.117
XLOC_001758,0.000,0.053
XLOC_001760,0.000,0.080
XLOC_001761,0.057,0.000
XLOC_001763,0.000,0.036
XLOC_001765,0.000,0.000
XLOC_001766,0.040,0.060
XLOC_001767,0.087,0.211
XLOC_001769,0.004,0.000
XLOC_001770,0.000,0.000
XLOC_001771,0.000,0.000
XLOC_001773,0.199,0.000
XLOC_001774,0.293,0.106
XLOC_001778,0.359,0.458
XLOC_001779,0.096,0.165
XLOC_001780,0.181,0.068
XLOC_001781,0.029,0.065
XLOC_001782,0.012,0.000
XLOC_001783,0.053,0.032
XLOC_001785,0.109,0.142
XLOC_001786,0.004,0.093
XLOC_001787,0.051,0.214
XLOC_001788,0.066,0.039
XLOC_001789,0.000,0.140
XLOC_001790,0.073,0.030
XLOC_001792,0.013,0.000
XLOC_001793,0.001,0.078
XLOC_001794,0.084,0.000
XLOC_001797,0.067,0.000
XLOC_001804,0.180,0.055
XLOC_001805,0.000,0.000
XLOC_001806,0.008,0.172
XLOC_001807,0.051,0.087
XLOC_001808,0.127,0.005
XLOC_001810,0.086,0.038
XLOC_001815,0.000,0.183
XLOC_001816,0.168,0.174
XLOC_001817,0.000,0.194
XLOC_001819,0.128,0.065
XLOC_001823,0.003,0.000
XLOC_001824,0.020,0.042
XLOC_001825,0.000,0.170
XLOC_001826,0.000,0.000
XLOC_001827,0.017,0.095
XLOC_001828,0.055,0.067
XLOC_001829,0.026,0.114
XLOC_001830,0.181,0.027
XLOC_001831,0.009,0.107
XLOC_001832,0.000,0.025
XLOC_001833,0.094,0.023
XLOC_001834,0.000,0.073
XLOC_001835,0.015,0.000
XLOC_001836,0.102,0.004
XLOC_001837,0.000,0.045
XLOC_001838,0.000,0.071
XLOC_001839,0.004,0.015
XLOC_001840,0.000,0.000
XLOC_001841,0.000,0.121
XLOC_001842,0.037,0.035
XLOC_001843,0.000,0.000
XLOC_001847,0.000,0.054
XLOC_001848,0.000,0.000
XLOC_001849,0.000,0.000
XLOC_001850,0.007,0.000
XLOC_001851,0.009,0.065
XLOC_001852,0.012,0.074
XLOC_001853,0.003,0.000
XLOC_001854,0.085,0.148
XLOC_001855,0.000,0.000
XLOC_001856,0.007,0.000
XLOC_001857,0.017,0.000
XLOC_001858,0.000,0.000
XLOC_001859,0.001,0.000
XLOC_001860,0.033,0.050
XLOC_001861,0.000,0.000
XLOC_001862,0.057,0.101
XLOC_001863,0.043,0.054
XLOC_001864,0.057,0.000
XLOC_001865,0.000,0.021
XLOC_001866,0.094,0.000
XLOC_001867,0.077,0.000
XLOC_001868,0.000,0.000
XLOC_001869,0.000,0.000
XLOC_001870,0.061,0.007
XLOC_001871,0.000,0.000
XLOC_001872,0.026,0.000
XLOC_001873,0.052,0.020
XLOC_001874,0.050,0.078
XLOC_001875,0.000,0.000
XLOC_001876,0.064,0.000
XLOC_001877,0.000,0.000
XLOC_001878,0.000,0.000
XLOC_001879,0.064,0.023
XLOC_001880,0.000,0.075
XLOC_001881,0.065,0.169
XLOC_001882,0.043,0.000
XLOC_001883,0.209,0.394
XLOC_001884,0.030,0.062
XLOC_001885,0.000,0.060
XLOC_001886,0.091,0.061
XLOC_001887,0.002,0.077
XLOC_001888,0.095,0.000
XLOC_001889,0.043,0.013
XLOC_001890,0.009,0.148
XLOC_001891,0.065,0.000
XLOC_001892,0.000,0.065
XLOC_001893,0.000,0.033
XLOC_001894,0.014,0.000
XLOC_001895,0.000,0.013
XLOC_001896,0.000,0.000
XLOC_001897,0.173,0.000
XLOC_001898,0.000,0.000
XLOC_001901,0.017,0.050
XLOC_001902,0.088,0.071
XLOC_001903,0.172,0.249
XLOC_001904,0.000,0.088
XLOC_001906,0.034,0.000
XLOC_001910,0.000,0.162
XLOC_001912,0.085,0.014
XLOC_001916,0.000,0.030
XLOC_001926,0.024,0.138
XLOC_001928,0.112,0.073
XLOC_001930,0.095,0.000
XLOC_001931,0.106,0.000
XLOC_001932,0.015,0.153
XLOC_001933,0.009,0.092
XLOC_001934,0.000,0.000
XLOC_001935,0.088,0.131
XLOC_001936,0.000,0.006
XLOC_001938,0.154,0.073
XLOC_001940,0.070,0.133
XLOC_001941,0.275,0.531
XLOC_001942,0.158,0.110
XLOC_001945,0.000,0.141
XLOC_001946,0.000,0.000
XLOC_001947,0.040,0.100
XLOC_001948,0.023,0.184
XLOC_001949,0.000,0.124
XLOC_001952,0.000,0.014
XLOC_001953,0.000,0.099
XLOC_001954,0.000,0.047
XLOC_001955,0.088,0.121
XLOC_001956,0.069,0.154
XLOC_001957,0.019,0.000
XLOC_001958,0.025,0.015
XLOC_001959,0.121,0.376
XLOC_001963,0.061,0.000
XLOC_001964,0.023,0.000
XLOC_001965,0.063,0.031
XLOC_001966,0.000,0.000
XLOC_001967,0.003,0.000
XLOC_001968,0.000,0.000
XLOC_001969,0.077,0.000
XLOC_001970,0.095,0.106
XLOC_001971,0.000,0.080
XLOC_001973,0.000,0.150
XLOC_001974,0.029,0.000
XLOC_001975,0.000,0.000
XLOC_001976,0.000,0.000
XLOC_001977,0.067,0.060
XLOC_001978,0.000,0.069
XLOC_001980,0.000,0.000
XLOC_001981,0.000,0.151
XLOC_001982,0.070,0.247
XLOC_001983,0.000,0.042
XLOC_001984,0.000,0.029
XLOC_001985,0.106,0.000
XLOC_001986,0.054,0.023
XLOC_001987,0.043,0.032
XLOC_001988,0.059,0.040
XLOC_001989,0.023,0.139
XLOC_001990,0.034,0.000
XLOC_001991,0.000,0.142
XLOC_001992,0.000,0.059
XLOC_001993,0.122,0.087
XLOC_001994,0.032,0.055
XLOC_001995,0.060,0.056
XLOC_001998,0.051,0.038
XLOC_002002,0.069,0.036
XLOC_002003,0.020,0.110
XLOC_002005,0.065,0.223
XLOC_002006,0.106,0.001
XLOC_002007,0.000,0.000
XLOC_002010,0.070,0.090
XLOC_002011,0.009,0.054
XLOC_002015,0.000,0.018
XLOC_002016,0.000,0.000
XLOC_002017,0.000,0.006
XLOC_002018,0.133,0.000
XLOC_002019,0.023,0.000
XLOC_002021,0.124,0.136
XLOC_002025,0.008,0.002
XLOC_002026,0.000,0.000
XLOC_002027,0.000,0.139
XLOC_002028,0.000,0.000
XLOC_002029,0.000,0.008
XLOC_002030,0.089,0.043
XLOC_002031,0.000,0.000
XLOC_002038,0.000,0.039
XLOC_002039,0.005,0.000
XLOC_002040,0.065,0.016
XLOC_002045,0.080,0.212
XLOC_002047,0.132,0.030
XLOC_002049,0.000,0.000
XLOC_002050,0.000,0.000
XLOC_002053,0.084,0.000
XLOC_002055,0.115,0.045
XLOC_002056,0.000,0.110
XLOC_002059,0.022,0.000
XLOC_002060,0.129,0.133
XLOC_002061,0.000,0.009
XLOC_002062,0.000,0.032
XLOC_002063,0.030,0.090
XLOC_002064,0.000,0.000
XLOC_002065,0.000,0.048
XLOC_002066,0.283,0.113
XLOC_002067,0.237,0.236
XLOC_002068,0.000,0.008
XLOC_002069,0.000,0.000
XLOC_002070,0.004,0.037
XLOC_002071,0.000,0.000
XLOC_002072,0.000,0.040
XLOC_002073,0.002,0.000
XLOC_002074,0.040,0.031
XLOC_002075,0.000,0.064
XLOC_002080,0.057,0.000
XLOC_002081,0.000,0.074
XLOC_002082,0.000,0.089
XLOC_002083,0.196,0.119
XLOC_002084,0.103,0.100
XLOC_002086,0.093,0.011
XLOC_002087,0.018,0.000
XLOC_002088,0.033,0.179
XLOC_002092,0.089,0.030
XLOC_002093,0.000,0.032
XLOC_002096,0.000,0.059
XLOC_002097,0.033,0.000
XLOC_002098,0.000,0.000
XLOC_002100,0.000,0.004
XLOC_002101,0.067,0.139
XLOC_002102,0.000,0.013
XLOC_002103,0.000,0.023
XLOC_002104,0.000,0.000
XLOC_002111,0.127,0.001
XLOC_002112,0.005,0.074
XLOC_002113,0.000,0.056
XLOC_002114,0.023,0.187
XLOC_002115,0.000,0.084
XLOC_002116,0.023,0.039
XLOC_002117,0.000,0.000
XLOC_002118,0.000,0.110
XLOC_002119,0.059,0.000
XLOC_002120,0.088,0.078
XLOC_002121,0.040,0.000
XLOC_002122,0.070,0.052
XLOC_002123,0.000,0.000
XLOC_002124,0.000,0.107
XLOC_002125,0.000,0.071
XLOC_002126,0.017,0.034
XLOC_002127,0.000,0.044
XLOC_002128,0.000,0.000
XLOC_002129,0.000,0.000
XLOC_002130,0.000,0.010
XLOC_002131,0.050,0.000
XLOC_002132,0.049,0.103
XLOC_002133,0.054,0.068
XLOC_002134,0.036,0.000
XLOC_002135,0.000,0.004
XLOC_002136,0.069,0.112
XLOC_002137,0.000,0.000
XLOC_002138,0.000,0.472
XLOC_002139,0.000,0.015
XLOC_002140,0.000,0.000
XLOC_002141,0.165,0.000
XLOC_002142,0.000,0.031
XLOC_002143,0.000,0.000
XLOC_002144,0.000,0.056
XLOC_002145,0.102,0.043
XLOC_002146,0.025,0.000
XLOC_002147,0.012,0.021
XLOC_002148,0.115,0.030
XLOC_002149,0.104,0.117
XLOC_002151,0.000,0.004
XLOC_002152,0.000,0.000
XLOC_002153,0.000,0.027
XLOC_002154,0.050,0.077
XLOC_002155,0.000,0.000
XLOC_002156,0.000,0.088
XLOC_002157,0.000,0.000
XLOC_002158,0.000,0.000
XLOC_002162,0.000,0.063
XLOC_002163,0.000,0.048
XLOC_002164,0.082,0.010
XLOC_002166,0.032,0.029
XLOC_002167,0.042,0.144
XLOC_002168,0.078,0.000
XLOC_002169,0.000,0.056
XLOC_002170,0.031,0.144
XLOC_002171,0.000,0.000
XLOC_002172,0.000,0.000
XLOC_002173,0.000,0.008
XLOC_002174,0.120,0.021
XLOC_002175,0.023,0.000
XLOC_002176,0.000,0.065
XLOC_002178,0.000,0.072
XLOC_002179,0.099,0.008
XLOC_002180,0.000,0.000
XLOC_002183,0.034,0.085
XLOC_002184,0.065,0.016
XLOC_002185,0.000,0.000
XLOC_002186,0.104,0.064
XLOC_002187,0.096,0.039
XLOC_002189,0.028,0.000
XLOC_002190,0.000,0.000
XLOC_002193,0.000,0.602
XLOC_002194,0.000,0.043
XLOC_002195,0.081,0.000
XLOC_002197,0.101,0.000
XLOC_002198,0.000,0.000
XLOC_002199,0.043,0.116
XLOC_002200,0.024,0.064
XLOC_002201,0.003,0.045
XLOC_002202,0.076,0.000
XLOC_002203,0.097,0.000
XLOC_002204,0.126,0.007
XLOC_002205,0.084,0.018
XLOC_002216,0.160,0.000
XLOC_002217,0.000,0.092
XLOC_002218,0.047,0.107
XLOC_002219,0.063,0.493
XLOC_002220,0.036,0.024
XLOC_002221,0.000,0.031
XLOC_002222,0.045,0.108
XLOC_002223,0.016,0.044
XLOC_002224,0.000,0.000
XLOC_002225,0.041,0.000
XLOC_002226,0.000,0.000
XLOC_002227,0.000,0.000
XLOC_002228,0.000,0.115
XLOC_002229,0.000,0.069
XLOC_002230,0.000,0.026
XLOC_002231,0.053,0.015
XLOC_002232,0.000,0.000
XLOC_002233,0.000,0.088
XLOC_002234,0.000,0.222
XLOC_002235,0.073,0.127
XLOC_002236,0.003,0.000
XLOC_002237,0.000,0.000
XLOC_002238,0.000,0.074
XLOC_002239,0.000,0.108
XLOC_002240,0.000,0.000
XLOC_002241,0.118,0.031
XLOC_002242,0.020,0.029
XLOC_002243,0.041,0.357
XLOC_002244,0.078,0.135
XLOC_002245,0.000,0.000
XLOC_002247,0.000,0.137
XLOC_002248,0.008,0.131
XLOC_002249,0.000,0.198
XLOC_002250,0.000,0.014
XLOC_002251,0.076,0.034
XLOC_002252,0.074,0.000
XLOC_002253,0.000,0.058
XLOC_002254,0.032,0.002
XLOC_002255,0.000,0.009
XLOC_002256,0.114,0.000
XLOC_002257,0.013,0.180
XLOC_002258,0.182,0.059
XLOC_002259,0.022,0.090
XLOC_002260,0.000,0.165
XLOC_002261,0.000,0.000
XLOC_002262,0.000,0.091
XLOC_002263,0.133,0.117
XLOC_002264,0.151,0.015
XLOC_002265,0.059,0.000
XLOC_002266,0.088,0.000
XLOC_002267,0.012,0.012
XLOC_002268,0.000,0.022
XLOC_002269,0.000,0.055
XLOC_002270,0.000,0.000
XLOC_002271,0.000,0.000
XLOC_002272,0.000,0.056
XLOC_002273,0.000,0.116
XLOC_002274,0.000,0.157
XLOC_002275,0.062,0.158
XLOC_002276,0.000,0.104
XLOC_002280,0.094,0.000
XLOC_002282,0.053,0.038
XLOC_002284,0.000,0.092
XLOC_002288,0.012,0.000
XLOC_002289,0.000,0.046
XLOC_002290,0.006,0.013
XLOC_002291,0.311,0.342
XLOC_002292,0.023,0.004
XLOC_002293,0.000,0.119
XLOC_002294,0.000,0.208
XLOC_002295,0.000,0.000
XLOC_002296,0.000,0.020
XLOC_002297,0.046,0.016
XLOC_002298,0.000,0.000
XLOC_002299,0.073,0.049
XLOC_002300,0.027,0.051
XLOC_002301,0.013,0.037
XLOC_002302,0.049,0.085
XLOC_002303,0.000,0.000
XLOC_002304,0.122,0.148
XLOC_002305,0.054,0.183
XLOC_002307,0.051,0.099
XLOC_002313,0.163,0.094
XLOC_002314,0.108,0.111
XLOC_002315,0.129,0.106
XLOC_002316,0.000,0.000
XLOC_002317,0.074,0.056
XLOC_002318,0.000,0.020
XLOC_002321,0.000,0.036
XLOC_002322,0.263,0.378
XLOC_002323,0.025,0.000
XLOC_002326,0.033,0.034
XLOC_002327,0.027,0.008
XLOC_002328,0.000,0.043
XLOC_002329,0.000,0.102
XLOC_002330,0.044,0.013
XLOC_002331,0.029,0.196
XLOC_002332,0.000,0.075
XLOC_002333,0.000,0.000
XLOC_002334,0.000,0.056
XLOC_002335,0.000,0.035
XLOC_002336,0.196,0.000
XLOC_002337,0.000,0.000
XLOC_002338,0.079,0.180
XLOC_002339,0.004,0.123
XLOC_002340,0.082,0.112
XLOC_002341,0.084,0.078
XLOC_002342,0.063,0.024
XLOC_002343,0.000,0.026
XLOC_002344,0.000,0.093
XLOC_002345,0.000,0.000
XLOC_002346,0.002,0.119
XLOC_002347,0.000,0.061
XLOC_002348,0.000,0.078
XLOC_002352,0.063,0.180
XLOC_002353,0.063,0.140
XLOC_002354,0.061,0.000
XLOC_002355,0.000,0.000
XLOC_002356,0.355,0.306
XLOC_002357,0.015,0.061
XLOC_002358,0.006,0.000
XLOC_002359,0.168,0.111
XLOC_002360,0.092,0.028
XLOC_002361,0.078,0.021
XLOC_002362,0.000,0.012
XLOC_002363,0.054,0.086
XLOC_002364,0.057,0.000
XLOC_002365,0.077,0.000
XLOC_002366,0.000,0.067
XLOC_002367,0.021,0.000
XLOC_002369,0.000,0.080
XLOC_002370,0.000,0.102
XLOC_002378,0.019,0.037
XLOC_002379,0.000,0.000
XLOC_002380,0.023,0.010
XLOC_002382,0.036,0.014
XLOC_002386,0.000,0.000
XLOC_002387,0.119,0.165
XLOC_002388,0.092,0.000
XLOC_002389,0.023,0.000
XLOC_002390,0.000,0.122
XLOC_002391,0.000,0.013
XLOC_002392,0.086,0.027
XLOC_002398,0.198,0.027
XLOC_002400,0.117,0.247
XLOC_002401,0.163,0.223
XLOC_002402,0.170,0.166
XLOC_002403,0.000,0.102
XLOC_002404,0.035,0.089
XLOC_002405,0.232,0.170
XLOC_002408,0.000,0.142
XLOC_002411,0.184,0.140
XLOC_002412,0.121,0.121
XLOC_002414,0.356,0.191
XLOC_002417,0.195,0.414
XLOC_002424,0.167,0.126
XLOC_002425,0.082,0.000
XLOC_002426,0.118,0.020
XLOC_002427,0.000,0.104
XLOC_002428,0.053,0.000
XLOC_002429,0.000,0.042
XLOC_002430,0.020,0.000
XLOC_002431,0.000,0.188
XLOC_002433,0.000,0.080
XLOC_002434,0.070,0.113
XLOC_002435,0.000,0.000
XLOC_002436,0.000,0.195
XLOC_002437,0.086,0.000
XLOC_002438,0.000,0.113
XLOC_002439,0.021,0.426
XLOC_002440,0.107,0.193
XLOC_002441,0.168,0.058
XLOC_002444,0.184,0.180
XLOC_002445,0.177,0.254
XLOC_002446,0.177,0.092
XLOC_002451,0.000,0.193
XLOC_002452,0.000,0.094
XLOC_002462,0.000,0.000
XLOC_002472,0.029,0.000
XLOC_002478,0.093,0.000
XLOC_002498,0.000,0.027
XLOC_002501,0.000,0.036
XLOC_002503,0.046,0.000
XLOC_002513,0.071,0.265
XLOC_002516,0.039,0.064
XLOC_002517,0.073,0.086
XLOC_002518,0.034,0.032
XLOC_002519,0.022,0.172
XLOC_002540,0.000,0.053
XLOC_002541,0.043,0.000
XLOC_002542,0.122,0.033
XLOC_002558,0.131,0.031
XLOC_002563,0.033,0.067
XLOC_002565,0.000,0.000
XLOC_002567,0.117,0.037
XLOC_002568,0.000,0.064
XLOC_002570,0.000,0.007
XLOC_002572,0.000,0.014
XLOC_002575,0.000,0.069
XLOC_002576,0.000,0.016
XLOC_002586,0.281,0.033
XLOC_002590,0.024,0.255
XLOC_002593,0.056,0.000
XLOC_002594,0.000,0.000
XLOC_002596,0.000,0.222
XLOC_002597,0.067,0.064
XLOC_002599,0.061,0.191
XLOC_002600,0.000,0.147
XLOC_002602,0.206,0.006
XLOC_002607,0.024,0.000
XLOC_002608,0.000,0.000
XLOC_002609,0.000,0.000
XLOC_002618,0.018,0.000
XLOC_002620,0.000,0.000
XLOC_002621,0.020,0.087
XLOC_002626,0.000,0.000
XLOC_002628,0.020,0.000
XLOC_002629,0.000,0.022
XLOC_002631,0.000,0.000
XLOC_002633,0.000,0.000
XLOC_002639,0.001,0.116
XLOC_002640,0.000,0.000
XLOC_002641,0.000,0.040
XLOC_002644,0.000,0.000
XLOC_002645,0.024,0.000
XLOC_002647,0.051,0.290
XLOC_002649,0.027,0.172
XLOC_002653,0.063,0.004
XLOC_002654,0.000,0.000
XLOC_002659,0.000,0.057
XLOC_002663,0.000,0.020
XLOC_002664,0.000,0.039
XLOC_002665,0.067,0.007
XLOC_002666,0.000,0.257
XLOC_002670,0.204,0.484
XLOC_002673,0.000,0.000
XLOC_002674,0.008,0.147
XLOC_002687,0.000,0.000
XLOC_002690,0.097,0.000
XLOC_002691,0.001,0.248
XLOC_002693,0.000,0.001
XLOC_002697,0.000,0.000
XLOC_002699,0.001,0.000
XLOC_002700,0.015,0.140
XLOC_002701,0.074,0.000
XLOC_002704,0.000,0.000
XLOC_002705,0.075,0.000
XLOC_002707,0.062,0.000
XLOC_002708,0.034,0.049
XLOC_002713,0.035,0.000
XLOC_002715,0.000,0.034
XLOC_002720,0.028,0.110
XLOC_002723,0.447,0.484
XLOC_002727,0.266,0.136
XLOC_002731,0.000,0.099
XLOC_002734,0.034,0.070
XLOC_002738,0.024,0.078
XLOC_002741,0.020,0.013
XLOC_002747,0.010,0.217
XLOC_002749,0.000,0.000
XLOC_002750,0.023,0.000
XLOC_002759,0.134,0.070
XLOC_002771,0.155,0.000
XLOC_002773,0.108,0.028
XLOC_002776,0.000,0.000
XLOC_002781,0.157,0.041
XLOC_002791,0.076,0.172
XLOC_002792,0.050,0.214
XLOC_002799,0.038,0.000
XLOC_002800,0.038,0.093
XLOC_002801,0.000,0.000
XLOC_002803,0.076,0.000
XLOC_002815,0.000,0.000
XLOC_002817,0.080,0.000
XLOC_002818,0.096,0.000
XLOC_002821,0.046,0.000
XLOC_002822,0.000,0.000
XLOC_002833,0.000,0.430
XLOC_002836,0.133,0.011
XLOC_002840,0.000,0.000
XLOC_002841,0.000,0.000
XLOC_002842,0.000,0.137
XLOC_002843,0.000,0.158
XLOC_002845,0.082,0.016
XLOC_002846,0.000,0.000
XLOC_002847,0.127,0.000
XLOC_002848,0.000,0.051
XLOC_002853,0.064,0.042
XLOC_002854,0.000,0.072
XLOC_002855,0.091,0.000
XLOC_002856,0.068,0.191
XLOC_002861,0.014,0.000
XLOC_002864,0.230,0.208
XLOC_002868,0.005,0.000
XLOC_002877,0.001,0.000
XLOC_002879,0.042,0.007
XLOC_002880,0.069,0.037
XLOC_002882,0.001,0.004
XLOC_002894,0.000,0.044
XLOC_002896,0.008,0.000
XLOC_002897,0.000,0.063
XLOC_002901,0.123,0.042
XLOC_002903,0.023,0.000
XLOC_002905,0.080,0.000
XLOC_002906,0.046,0.070
XLOC_002907,0.000,0.070
XLOC_002909,0.127,0.045
XLOC_002918,0.000,0.119
XLOC_002925,0.055,0.000
XLOC_002930,0.067,0.024
XLOC_002931,0.000,0.009
XLOC_002936,0.000,0.100
XLOC_002937,0.009,0.175
XLOC_002938,0.000,0.075
XLOC_002940,0.000,0.049
XLOC_002941,0.044,0.000
XLOC_002942,0.000,0.015
XLOC_002950,0.065,0.188
XLOC_002951,0.000,0.122
XLOC_002954,0.000,0.001
XLOC_002960,0.145,0.048
XLOC_002973,0.000,0.000
XLOC_002979,0.000,0.025
XLOC_002987,0.091,0.068
XLOC_002991,0.015,0.000
XLOC_002992,0.077,0.102
XLOC_002993,0.012,0.251
XLOC_002997,0.000,0.245
XLOC_002998,0.000,0.000
XLOC_002999,0.007,0.010
XLOC_003000,0.007,0.024
XLOC_003001,0.015,0.006
XLOC_003002,0.044,0.000
XLOC_003004,0.086,0.000
XLOC_003005,0.416,0.429
XLOC_003006,0.319,0.154
XLOC_003007,0.135,0.120
XLOC_003008,0.035,0.141
XLOC_003009,0.299,0.228
XLOC_003010,0.220,0.340
XLOC_003011,0.400,0.452
XLOC_003012,0.425,0.510
XLOC_003013,0.280,0.176
XLOC_003014,0.000,0.000
XLOC_003015,0.145,0.158
XLOC_003016,0.178,0.290
XLOC_003017,0.055,0.100
XLOC_003019,0.000,0.058
XLOC_003020,0.036,0.063
XLOC_003021,0.000,0.000
XLOC_003022,0.000,0.035
XLOC_003023,0.016,0.119
XLOC_003024,0.000,0.000
XLOC_003025,0.050,0.046
XLOC_003026,0.000,0.000
XLOC_003027,0.072,0.000
XLOC_003028,0.123,0.196
XLOC_003029,0.470,0.221
XLOC_003030,0.058,0.072
XLOC_003031,0.000,0.000
XLOC_003032,0.000,0.000
XLOC_003033,0.004,0.000
XLOC_003034,0.000,0.006
XLOC_003035,0.034,0.116
XLOC_003036,0.000,0.000
XLOC_003037,0.000,0.020
XLOC_003038,0.283,0.127
XLOC_003040,0.000,0.053
XLOC_003043,0.128,0.121
XLOC_003044,0.000,0.121
XLOC_003045,0.000,0.024
XLOC_003046,0.001,0.188
XLOC_003047,0.000,0.042
XLOC_003048,0.000,0.000
XLOC_003049,0.000,0.044
XLOC_003050,0.000,0.000
XLOC_003051,0.097,0.000
XLOC_003052,0.038,0.045
XLOC_003055,0.077,0.032
XLOC_003056,0.108,0.050
XLOC_003057,0.078,0.000
XLOC_003058,0.037,0.000
XLOC_003059,0.057,0.023
XLOC_003060,0.000,0.078
XLOC_003061,0.012,0.000
XLOC_003062,0.029,0.047
XLOC_003063,0.036,0.090
XLOC_003064,0.000,0.117
XLOC_003065,0.000,0.021
XLOC_003066,0.000,0.074
XLOC_003068,0.068,0.089
XLOC_003069,0.155,0.226
XLOC_003070,0.124,0.084
XLOC_003071,0.045,0.113
XLOC_003072,0.067,0.156
XLOC_003073,0.000,0.059
XLOC_003074,0.083,0.000
XLOC_003075,0.033,0.000
XLOC_003076,0.000,0.072
XLOC_003077,0.000,0.000
XLOC_003084,0.173,0.234
XLOC_003087,0.087,0.531
XLOC_003088,0.000,0.045
XLOC_003090,0.000,0.067
XLOC_003092,0.025,0.185
XLOC_003093,0.000,0.126
XLOC_003094,0.062,0.000
XLOC_003095,0.000,0.031
XLOC_003096,0.000,0.100
XLOC_003100,0.007,0.014
XLOC_003101,0.000,0.095
XLOC_003102,0.003,0.105
XLOC_003103,0.052,0.111
XLOC_003105,0.067,0.035
XLOC_003106,0.000,0.090
XLOC_003109,0.023,0.189
XLOC_003112,0.101,0.063
XLOC_003113,0.035,0.061
XLOC_003115,0.000,0.032
XLOC_003121,0.000,0.000
XLOC_003122,0.000,0.000
XLOC_003124,0.135,0.043
XLOC_003125,0.000,0.092
XLOC_003126,0.000,0.134
XLOC_003127,0.000,0.025
XLOC_003128,0.000,0.219
XLOC_003129,0.008,0.070
XLOC_003130,0.014,0.001
XLOC_003131,0.002,0.027
XLOC_003132,0.018,0.054
XLOC_003134,0.000,0.022
XLOC_003135,0.000,0.008
XLOC_003136,0.085,0.093
XLOC_003138,0.059,0.071
XLOC_003139,0.000,0.000
XLOC_003140,0.000,0.001
XLOC_003141,0.000,0.000
XLOC_003142,0.000,0.085
XLOC_003143,0.000,0.112
XLOC_003144,0.042,0.066
XLOC_003145,0.212,0.170
XLOC_003146,0.304,0.263
XLOC_003147,0.136,0.000
XLOC_003148,0.000,0.027
XLOC_003149,0.078,0.120
XLOC_003150,0.079,0.092
XLOC_003151,0.132,0.502
XLOC_003152,0.039,0.000
XLOC_003153,0.000,0.000
XLOC_003154,0.000,0.255
XLOC_003155,0.000,0.013
XLOC_003156,0.139,0.000
XLOC_003157,0.039,0.000
XLOC_003158,0.000,0.050
XLOC_003159,0.013,0.021
XLOC_003160,0.101,0.089
XLOC_003161,0.000,0.034
XLOC_003162,0.022,0.082
XLOC_003163,0.000,0.126
XLOC_003164,0.000,0.008
XLOC_003165,0.090,0.353
XLOC_003166,0.009,0.056
XLOC_003167,0.012,0.127
XLOC_003168,0.063,0.205
XLOC_003169,0.102,0.046
XLOC_003170,0.026,0.055
XLOC_003171,0.000,0.033
XLOC_003172,0.055,0.157
XLOC_003173,0.014,0.000
XLOC_003174,0.000,0.121
XLOC_003175,0.047,0.047
XLOC_003176,0.118,0.000
XLOC_003182,0.000,0.168
XLOC_003183,0.128,0.009
XLOC_003184,0.000,0.000
XLOC_003185,0.000,0.000
XLOC_003186,0.000,0.000
XLOC_003187,0.058,0.000
XLOC_003188,0.052,0.061
XLOC_003189,0.000,0.000
XLOC_003190,0.000,0.115
XLOC_003191,0.000,0.005
XLOC_003192,0.000,0.000
XLOC_003193,0.000,0.119
XLOC_003194,0.000,0.000
XLOC_003195,0.009,0.050
XLOC_003196,0.000,0.019
XLOC_003197,0.000,0.078
XLOC_003198,0.000,0.000
XLOC_003199,0.000,0.009
XLOC_003200,0.000,0.017
XLOC_003201,0.060,0.211
XLOC_003202,0.000,0.090
XLOC_003203,0.000,0.090
XLOC_003204,0.000,0.000
XLOC_003205,0.000,0.052
XLOC_003206,0.000,0.000
XLOC_003207,0.057,0.094
XLOC_003208,0.056,0.000
XLOC_003209,0.000,0.039
XLOC_003210,0.000,0.074
XLOC_003211,0.000,0.000
XLOC_003212,0.036,0.065
XLOC_003213,0.064,0.096
XLOC_003214,0.062,0.018
XLOC_003216,0.000,0.383
XLOC_003217,0.033,0.008
XLOC_003218,0.000,0.000
XLOC_003219,0.000,0.000
XLOC_003220,0.000,0.000
XLOC_003221,0.000,0.000
XLOC_003222,0.000,0.000
XLOC_003223,0.219,0.208
XLOC_003225,0.028,0.075
XLOC_003226,0.000,0.011
XLOC_003227,0.000,0.000
XLOC_003236,0.000,0.002
XLOC_003237,0.000,0.051
XLOC_003238,0.127,0.000
XLOC_003239,0.033,0.097
XLOC_003240,0.000,0.036
XLOC_003244,0.042,0.025
XLOC_003249,0.000,0.073
XLOC_003250,0.002,0.458
XLOC_003251,0.076,0.000
XLOC_003252,0.000,0.149
XLOC_003253,0.010,0.119
XLOC_003254,0.000,0.046
XLOC_003255,0.040,0.016
XLOC_003256,0.087,0.021
XLOC_003257,0.000,0.035
XLOC_003258,0.000,0.005
XLOC_003259,0.000,0.122
XLOC_003260,0.088,0.074
XLOC_003261,0.015,0.188
XLOC_003262,0.007,0.000
XLOC_003263,0.105,0.239
XLOC_003264,0.000,0.055
XLOC_003265,0.000,0.071
