FBID,gene_name,gene_type,position,sex_fixed_effect_pvalue,sex_fdr,sex_by_line_pvalue,sex_by_line_fdr,sex_by_line_variance_component,between_line_variance_component,between_line_pvalue,between_line_fdr,within_line_variance_component
FBgn0026181,rok,protein_coding,X:16517931..16531607,2.44E-259,2.36E-258,1.96E-01,4.57E-01,0.0038,0.0020,6.68E-02,1.21E-01,0.0671
FBgn0026189,prominin-like,protein_coding,3L:3114447..3127724,1.97E-153,7.42E-153,2.15E-03,2.14E-02,0.0340,0.0334,5.96E-10,5.63E-09,0.1550
FBgn0026190,PH4alphaMP,protein_coding,3R:26317291..26321875,1.03E-07,1.33E-07,2.76E-01,5.48E-01,0.0000,0.0000,3.41E-01,4.26E-01,0.9613
FBgn0026192,par-6,protein_coding,X:17597362..17601129,4.46E-176,1.98E-175,4.84E-01,7.16E-01,0.0010,0.0100,4.88E-02,9.45E-02,0.1876
FBgn0026196,nop5,protein_coding,2L:6916753..6918743,0.00E+00,0.00E+00,1.77E-01,4.33E-01,0.0011,0.0008,3.07E-02,6.51E-02,0.0175
FBgn0026197,noe,protein_coding,3L:17393447..17394448,1.08E-134,3.56E-134,1.01E-02,6.92E-02,0.0169,0.2135,3.28E-88,1.24E-85,0.1012
FBgn0026199,myo,protein_coding,4:711312..716681,8.54E-12,1.18E-11,6.77E-02,2.47E-01,0.1027,0.0000,6.04E-02,1.12E-01,0.8293
FBgn0026206,mei-P26,protein_coding,X:9057288..9083350,1.43E-195,7.37E-195,5.96E-01,7.90E-01,0.0000,0.0110,1.41E-02,3.43E-02,0.1479
FBgn0026207,mbo,protein_coding,3R:8502209..8504774,7.63E-207,4.37E-206,2.63E-01,5.35E-01,0.0052,0.0121,5.54E-04,2.09E-03,0.1154
FBgn0026238,gus,protein_coding,2R:1004495..1015826,3.05E-179,1.39E-178,4.35E-01,6.82E-01,0.0021,0.0277,8.47E-07,5.45E-06,0.1523
FBgn0026239,gukh,protein_coding,3R:14809747..14848160,9.24E-79,2.18E-78,2.56E-01,5.29E-01,0.0215,0.0410,2.03E-03,6.56E-03,0.4706
FBgn0026250,eIF-1A,protein_coding,3R:14100387..14108206,2.94E-03,3.39E-03,4.64E-01,7.02E-01,0.0063,0.0783,5.13E-03,1.46E-02,0.9057
FBgn0026252,msk,protein_coding,3L:8109279..8114679,2.08E-299,3.32E-298,2.26E-01,4.95E-01,0.0020,0.0011,1.11E-01,1.80E-01,0.0423
FBgn0026255,clumsy,protein_coding,2L:21206520..21211820,1.63E-163,6.59E-163,2.63E-01,5.35E-01,0.0067,0.0479,5.75E-13,7.19E-12,0.1564
FBgn0026257,cav,protein_coding,3R:20046825..20049250,8.14E-163,3.27E-162,2.41E-03,2.35E-02,0.0360,0.0052,4.52E-03,1.31E-02,0.1671
FBgn0026259,eIF5B,protein_coding,3L:3428658..3460977,8.23E-10,1.11E-09,1.36E-01,3.71E-01,0.0623,0.0649,2.00E-03,6.48E-03,0.8210
FBgn0026261,bonsai,protein_coding,2R:18525277..18526373,1.46E-269,1.56E-268,4.55E-01,6.96E-01,0.0000,0.0000,3.67E-01,4.50E-01,0.0683
FBgn0026262,bip2,protein_coding,4:480513..487454,7.25E-151,2.68E-150,1.15E-02,7.53E-02,0.0349,0.0000,6.31E-02,1.15E-01,0.2113
FBgn0026263,bip1,protein_coding,3L:8047433..8051813,3.30E-250,2.85E-249,6.91E-02,2.50E-01,0.0050,0.0000,5.62E-01,6.24E-01,0.0780
FBgn0026268,antdh,protein_coding,X:11062048..11063091,1.17E-02,1.33E-02,1.40E-01,3.77E-01,0.0460,0.2896,8.20E-20,1.74E-18,0.6602
FBgn0026309,aft,protein_coding,2R:13673642..13676072,1.37E-209,8.06E-209,2.69E-02,1.36E-01,0.0154,0.0000,1.08E-01,1.77E-01,0.1124
FBgn0026313,X11L,protein_coding,X:17493641..17500912,1.04E-211,6.20E-211,8.69E-01,9.39E-01,0.0000,0.0067,5.78E-02,1.08E-01,0.1310
FBgn0026314,Ugt35b,protein_coding,3R:6994225..6995968,3.15E-206,1.80E-205,1.44E-02,8.87E-02,0.0130,0.0242,8.15E-13,1.00E-11,0.0843
FBgn0026315,Ugt35a,protein_coding,3R:6996539..6998386,2.13E-48,4.12E-48,7.46E-08,3.17E-06,0.1552,0.1787,2.56E-24,7.22E-23,0.3354
FBgn0026316,UbcD10,protein_coding,2R:13675912..13676914,5.71E-22,8.93E-22,1.09E-02,7.26E-02,0.1231,0.0137,2.14E-02,4.86E-02,0.7229
FBgn0026317,Tsc1,protein_coding,3R:19956029..19960376,5.51E-245,4.51E-244,6.27E-05,1.18E-03,0.0168,0.0000,3.31E-02,6.93E-02,0.0608
FBgn0026318,Traf6,protein_coding,X:8048632..8051399,5.22E-259,5.03E-258,6.95E-01,8.48E-01,0.0000,0.0000,3.04E-01,3.90E-01,0.0792
FBgn0026319,Traf4,protein_coding,2L:4361925..4380716,2.37E-24,3.79E-24,8.86E-03,6.24E-02,0.1229,0.0230,8.27E-03,2.19E-02,0.6969
FBgn0026320,Tom,protein_coding,3L:14962444..14963406,1.04E-96,2.73E-96,9.03E-01,9.56E-01,0.0000,0.0181,1.05E-01,1.73E-01,0.4580
FBgn0026323,Tak1,protein_coding,X:20386932..20395953,2.59E-28,4.30E-28,9.66E-01,9.84E-01,0.0000,0.0000,6.51E-01,7.00E-01,0.8463
FBgn0026324,Taf10b,protein_coding,2L:2767286..2767845,1.92E-49,3.74E-49,3.41E-01,6.06E-01,0.0144,0.1048,7.17E-07,4.68E-06,0.5772
FBgn0026326,Mad1,protein_coding,2R:5176462..5179070,1.73E-231,1.24E-230,1.48E-01,3.89E-01,0.0060,0.0082,5.50E-04,2.08E-03,0.0836
FBgn0026361,40060,protein_coding,2R:3847638..3849426,3.82E-186,1.83E-185,1.06E-04,1.84E-03,0.0320,0.0105,6.96E-06,3.87E-05,0.1081
FBgn0026369,Sara,protein_coding,2R:17369424..17374618,1.57E-158,6.11E-158,8.03E-02,2.75E-01,0.0208,0.0041,6.37E-02,1.16E-01,0.2071
FBgn0026370,SRPK,protein_coding,2R:11268223..11275356,7.12E-189,3.48E-188,1.76E-01,4.30E-01,0.0091,0.0106,4.26E-03,1.24E-02,0.1437
FBgn0026371,SAK,protein_coding,3L:21505241..21508987,1.03E-27,1.70E-27,6.08E-03,4.71E-02,0.1133,0.0000,1.48E-01,2.25E-01,0.7109
FBgn0026372,RpL23A,protein_coding,3L:1667192..1668654,3.43E-128,1.09E-127,7.04E-01,8.53E-01,0.0000,0.0378,1.94E-04,8.16E-04,0.2941
FBgn0026373,RpII33,protein_coding,2L:13833339..13834306,3.03E-183,1.42E-182,1.84E-01,4.41E-01,0.0069,0.0199,2.92E-05,1.46E-04,0.1438
FBgn0026374,Rhp,protein_coding,X:15682926..15687780,7.81E-27,1.28E-26,3.99E-01,6.54E-01,0.0130,0.0800,7.82E-04,2.85E-03,0.7472
FBgn0026375,RhoGAPp190,protein_coding,X:17533180..17546595,1.09E-203,6.08E-203,5.36E-01,7.53E-01,0.0000,0.0123,3.25E-03,9.86E-03,0.1302
FBgn0026376,Rgl,protein_coding,3L:13899997..13918435,1.52E-198,8.09E-198,2.78E-02,1.39E-01,0.0152,0.0128,2.59E-05,1.31E-04,0.1103
FBgn0026378,Rep,protein_coding,2R:15379592..15381630,1.72E-145,6.11E-145,7.70E-03,5.61E-02,0.0372,0.0000,1.07E-01,1.75E-01,0.2244
FBgn0026379,Pten,protein_coding,2L:10256319..10261049,3.26E-258,3.11E-257,4.71E-02,1.95E-01,0.0074,0.0000,1.60E-01,2.38E-01,0.0652
FBgn0026380,Prosbeta3,protein_coding,3R:4831035..4831948,1.27E-12,1.78E-12,1.94E-01,4.53E-01,0.0485,0.0523,9.94E-03,2.56E-02,0.8284
FBgn0026384,Or59a,protein_coding,2R:19327391..19328588,4.59E-37,8.18E-37,1.60E-01,4.08E-01,0.0202,0.0000,7.32E-01,7.69E-01,0.7612
FBgn0026385,Or47b,protein_coding,2R:7207215..7208817,4.85E-01,5.03E-01,8.60E-01,9.35E-01,0.0000,0.1415,5.91E-06,3.32E-05,0.8597
FBgn0026386,Or47a,protein_coding,2R:7137751..7139418,1.84E-18,2.77E-18,6.08E-01,7.97E-01,0.0000,0.0000,6.35E-01,6.86E-01,0.8997
FBgn0026388,Or46a,protein_coding,2R:6026769..6029579,4.60E-02,5.07E-02,6.29E-01,8.10E-01,0.0000,0.0577,2.97E-02,6.34E-02,0.9420
FBgn0026389,Or43a,protein_coding,2R:3120345..3122418,9.45E-24,1.50E-23,5.14E-01,7.38E-01,0.0000,0.0322,1.08E-01,1.76E-01,0.8303
FBgn0026390,Or33c,protein_coding,2L:11937969..11939202,3.72E-07,4.76E-07,1.46E-02,9.01E-02,0.0831,0.0000,6.61E-01,7.08E-01,0.8806
FBgn0026391,Or33b,protein_coding,2L:11936181..11937501,6.38E-45,1.21E-44,6.77E-01,8.37E-01,0.0000,0.0000,4.01E-01,4.82E-01,0.7430
FBgn0026392,Or33a,protein_coding,2L:11934505..11935716,1.63E-02,1.84E-02,8.62E-01,9.36E-01,0.0000,0.0000,3.70E-01,4.54E-01,0.9935
FBgn0026393,Or43b,protein_coding,2R:3808340..3810109,8.32E-30,1.40E-29,8.00E-02,2.74E-01,0.0651,0.0180,6.04E-02,1.11E-01,0.7328
FBgn0026394,Or24a,protein_coding,2L:4164689..4166134,5.12E-01,5.29E-01,5.54E-01,7.64E-01,0.0000,0.0000,2.64E-01,3.50E-01,1.0008
FBgn0026395,Or23a,protein_coding,2L:2654049..2655462,9.53E-13,1.33E-12,1.53E-01,3.98E-01,0.0606,0.0053,1.76E-01,2.56E-01,0.8621
FBgn0026396,Or22c,protein_coding,2L:2054589..2057967,1.05E-03,1.23E-03,9.40E-01,9.72E-01,0.0000,0.0000,4.17E-01,4.96E-01,0.9869
FBgn0026397,Or22b,protein_coding,2L:1522697..1524257,6.05E-01,6.21E-01,5.71E-01,7.75E-01,0.0000,0.0000,2.49E-01,3.35E-01,1.0010
FBgn0026398,Or22a,protein_coding,2L:1520491..1522156,1.87E-10,2.53E-10,3.16E-01,5.84E-01,0.0000,0.0000,4.18E-01,4.96E-01,0.9447
FBgn0026399,Or85e,protein_coding,3R:4460042..4461600,3.34E-10,4.51E-10,3.58E-01,6.20E-01,0.0000,0.0000,7.34E-01,7.71E-01,0.9482
FBgn0026400,Noa36,protein_coding,3R:24423781..24425010,5.79E-65,1.25E-64,1.99E-01,4.60E-01,0.0317,0.0216,4.63E-02,9.07E-02,0.5553
FBgn0026401,Nipped-B,protein_coding,2R:579177..616522,2.04E-191,1.02E-190,1.72E-01,4.25E-01,0.0107,0.0000,2.27E-01,3.12E-01,0.1542
FBgn0026402,NiPp1,protein_coding,2R:12891068..12892654,3.17E-87,7.84E-87,1.71E-02,1.01E-01,0.0622,0.0092,2.35E-02,5.25E-02,0.4088
FBgn0026403,Ndg,protein_coding,2R:6201396..6209609,1.60E-145,5.69E-145,7.61E-03,5.55E-02,0.0340,0.0273,8.85E-07,5.66E-06,0.1875
FBgn0026404,Nc,protein_coding,3L:9961579..9964102,1.69E-223,1.12E-222,1.29E-04,2.18E-03,0.0152,0.0261,5.66E-23,1.46E-21,0.0522
FBgn0026409,Mpcp,protein_coding,3L:14530751..14533541,1.83E-05,2.26E-05,4.82E-01,7.14E-01,0.0000,0.2471,3.12E-14,4.37E-13,0.7356
FBgn0026411,Lim1,protein_coding,X:8650758..8699837,9.23E-56,1.88E-55,8.56E-01,9.33E-01,0.0000,0.0181,1.91E-01,2.73E-01,0.6642
FBgn0026415,Idgf4,protein_coding,X:9822299..9825012,1.12E-05,1.39E-05,4.25E-02,1.83E-01,0.0780,0.2401,3.52E-16,5.68E-15,0.6613
FBgn0026417,Hus1-like,protein_coding,3R:634058..637783,7.35E-25,1.18E-24,4.48E-01,6.91E-01,0.0058,0.2101,1.88E-13,2.46E-12,0.6561
FBgn0026418,Hsc70Cb,protein_coding,3L:14030119..14036786,1.90E-224,1.28E-223,5.31E-01,7.49E-01,0.0000,0.0103,1.78E-03,5.86E-03,0.1010
FBgn0026427,Su(var)2-HP2,protein_coding,2R:10494659..10505550,1.26E-241,1.00E-240,4.63E-02,1.93E-01,0.0095,0.0000,1.28E-01,2.02E-01,0.0789
FBgn0026428,HDAC6,protein_coding,X:15227343..15234393,2.28E-33,3.95E-33,1.79E-01,4.34E-01,0.0305,0.0971,1.20E-05,6.43E-05,0.6690
FBgn0026430,Grip84,protein_coding,X:19455373..19459629,0.00E+00,0.00E+00,9.49E-01,9.76E-01,0.0000,0.0030,8.49E-04,3.07E-03,0.0272
FBgn0026431,Grip75,protein_coding,2L:10483295..10485857,3.05E-154,1.16E-153,4.64E-01,7.02E-01,0.0012,0.0437,1.37E-08,1.10E-07,0.1959
FBgn0026432,Grip163,protein_coding,3L:11986374..11991238,6.65E-159,2.60E-158,7.07E-02,2.54E-01,0.0155,0.0000,4.89E-01,5.60E-01,0.2226
FBgn0026433,Grip128,protein_coding,X:15362314..15366117,1.84E-286,2.41E-285,2.70E-02,1.36E-01,0.0065,0.0000,6.58E-02,1.19E-01,0.0441
FBgn0026438,Eaat2,protein_coding,2L:737195..744596,2.97E-212,1.78E-211,6.11E-01,7.99E-01,0.0000,0.0184,3.94E-06,2.28E-05,0.1084
FBgn0026439,Eaat1,protein_coding,2L:9333567..9341925,2.86E-145,1.02E-144,5.37E-04,7.10E-03,0.0379,0.0485,1.98E-14,2.80E-13,0.1542
FBgn0026441,ear,protein_coding,3R:11146478..11151001,1.33E-129,4.24E-129,3.47E-03,3.12E-02,0.0484,0.0000,6.41E-02,1.17E-01,0.2596
FBgn0026479,Drp1,protein_coding,2L:2581281..2585430,1.07E-04,1.29E-04,2.97E-02,1.46E-01,0.1042,0.1163,1.19E-06,7.47E-06,0.7608
FBgn0026533,Dek,protein_coding,2R:12743725..12749243,4.82E-255,4.42E-254,9.46E-02,3.02E-01,0.0057,0.0054,7.99E-04,2.91E-03,0.0619
FBgn0026562,BM-40-SPARC,protein_coding,3R:22694960..22697717,3.82E-12,5.30E-12,8.70E-01,9.40E-01,0.0000,0.1309,7.19E-06,3.98E-05,0.8144
FBgn0026563,CG1979,protein_coding,3R:2880308..2884393,0.00E+00,0.00E+00,2.98E-05,6.24E-04,0.0021,0.0009,7.46E-08,5.51E-07,0.0065
FBgn0026565,CG1315,protein_coding,3R:2467984..2470156,8.73E-03,9.93E-03,3.08E-01,5.77E-01,0.0339,0.0226,1.37E-01,2.12E-01,0.9350
FBgn0026566,CG1307,protein_coding,3R:2482012..2483208,1.97E-132,6.42E-132,3.55E-01,6.17E-01,0.0059,0.0542,1.03E-08,8.41E-08,0.2440
FBgn0026570,CG5704,protein_coding,3L:2169622..2170971,3.85E-24,6.14E-24,3.35E-03,3.04E-02,0.1390,0.0000,4.61E-02,9.05E-02,0.7059
FBgn0026573,CG8290,protein_coding,2R:7858191..7865226,3.24E-243,2.60E-242,3.45E-01,6.09E-01,0.0000,0.0000,4.62E-01,5.36E-01,0.0933
FBgn0026575,hang,protein_coding,X:16316832..16331531,2.92E-275,3.33E-274,6.27E-01,8.09E-01,0.0000,0.0000,3.78E-01,4.60E-01,0.0651
FBgn0026576,CG5991,protein_coding,3R:19876505..19879314,1.99E-50,3.90E-50,3.14E-02,1.51E-01,0.0529,0.2593,1.72E-30,6.93E-29,0.3958
FBgn0026577,CG8677,protein_coding,2L:21221312..21231694,6.89E-241,5.41E-240,5.42E-01,7.56E-01,0.0041,0.0000,6.86E-02,1.23E-01,0.0903
FBgn0026582,CG9418,protein_coding,2R:17033713..17035113,8.77E-177,3.92E-176,3.66E-02,1.67E-01,0.0175,0.0101,2.98E-03,9.19E-03,0.1555
FBgn0026592,Fie,protein_coding,3L:3892371..3894833,3.35E-174,1.46E-173,8.70E-02,2.88E-01,0.0121,0.0428,7.73E-15,1.13E-13,0.1268
FBgn0026593,CG5707,protein_coding,3L:2189160..2192221,1.14E-32,1.96E-32,8.28E-02,2.79E-01,0.0523,0.2364,3.07E-20,6.73E-19,0.5302
FBgn0026597,Axn,protein_coding,3R:25848564..25861033,4.02E-236,3.02E-235,7.11E-01,8.57E-01,0.0000,0.0021,2.46E-01,3.32E-01,0.1014
FBgn0026598,Apc2,protein_coding,3R:19989688..19993485,1.69E-280,2.06E-279,4.37E-01,6.83E-01,0.0006,0.0039,1.17E-02,2.95E-02,0.0526
FBgn0026602,Ady43A,protein_coding,2R:3130529..3133281,3.99E-14,5.68E-14,3.95E-01,6.50E-01,0.0101,0.4259,9.25E-40,6.01E-38,0.5169
FBgn0026616,alpha-Man-IIb,protein_coding,3R:11629970..11649840,8.83E-76,2.05E-75,5.58E-04,7.34E-03,0.0718,0.1714,5.99E-28,2.11E-26,0.2818
FBgn0026619,Taz,protein_coding,2R:8640531..8643919,2.11E-123,6.49E-123,2.33E-01,5.03E-01,0.0132,0.0370,6.63E-05,3.08E-04,0.2861
FBgn0026620,tacc,protein_coding,3R:559376..574778,1.72E-10,2.33E-10,2.09E-03,2.10E-02,0.1246,0.2627,2.17E-21,5.14E-20,0.5644
FBgn0026630,nes,protein_coding,3L:19250382..19253779,5.54E-18,8.29E-18,2.51E-01,5.23E-01,0.0355,0.0980,7.42E-05,3.40E-04,0.7640
FBgn0026634,ldlCp,protein_coding,3R:11184203..11187379,5.33E-107,1.48E-106,4.59E-01,6.98E-01,0.0000,0.0000,2.26E-01,3.11E-01,0.4202
FBgn0026666,l(1)G0136,protein_coding,X:15628303..15629813,1.55E-195,7.99E-195,3.90E-01,6.46E-01,0.0030,0.0112,6.56E-03,1.80E-02,0.1412
FBgn0026679,IntS4,protein_coding,X:8449276..8452794,3.08E-202,1.69E-201,3.09E-01,5.78E-01,0.0042,0.0023,1.54E-01,2.32E-01,0.1405
FBgn0026702,l(1)G0045,protein_coding,X:5516681..5519526,9.07E-287,1.19E-285,4.19E-02,1.82E-01,0.0055,0.0007,5.00E-02,9.64E-02,0.0443
FBgn0026713,l(1)G0007,protein_coding,X:14095405..14118761,3.07E-158,1.20E-157,2.58E-01,5.31E-01,0.0072,0.0414,2.06E-09,1.82E-08,0.1769
FBgn0026718,fu12,protein_coding,2L:8449691..8463990,8.08E-16,1.18E-15,2.83E-01,5.55E-01,0.0262,0.1300,1.61E-06,9.87E-06,0.7600
FBgn0026721,fat-spondin,protein_coding,2R:12941508..12946810,2.48E-50,4.87E-50,8.61E-02,2.87E-01,0.0491,0.1225,3.80E-10,3.65E-09,0.5101
FBgn0026722,drosha,protein_coding,2R:3819934..3824345,1.58E-271,1.72E-270,8.35E-01,9.22E-01,0.0000,0.0069,5.06E-04,1.93E-03,0.0584
FBgn0026737,CG6171,protein_coding,3R:11188518..11189579,7.95E-153,2.98E-152,9.88E-02,3.10E-01,0.0191,0.0122,7.61E-03,2.04E-02,0.2125
FBgn0026738,CG7857,protein_coding,3L:15496700..15497994,4.33E-63,9.25E-63,1.63E-03,1.74E-02,0.1031,0.0253,8.04E-04,2.92E-03,0.4653
FBgn0026741,mRpL18,protein_coding,2R:8643939..8644678,5.39E-139,1.83E-138,2.33E-01,5.03E-01,0.0121,0.0319,4.31E-05,2.08E-04,0.2393
FBgn0026749,Yippee,protein_coding,X:13279947..13281427,2.86E-100,7.62E-100,3.37E-01,6.04E-01,0.0008,0.0000,7.15E-01,7.55E-01,0.4548
FBgn0026751,XRCC1,protein_coding,X:5223892..5227544,6.80E-209,3.98E-208,8.55E-02,2.85E-01,0.0108,0.0056,1.07E-02,2.72E-02,0.1120
FBgn0026753,Vha13,protein_coding,3R:15468980..15470143,5.03E-07,6.44E-07,3.70E-02,1.68E-01,0.1062,0.0272,1.89E-02,4.37E-02,0.8303
FBgn0026754,Ugt37c1,protein_coding,2R:12730801..12732543,2.09E-02,2.34E-02,8.27E-01,9.18E-01,0.0000,0.0000,6.00E-01,6.57E-01,0.9941
FBgn0026755,Ugt37b1,protein_coding,2L:6225050..6226842,1.49E-42,2.78E-42,9.77E-02,3.08E-01,0.0525,0.0864,5.86E-06,3.30E-05,0.5919
FBgn0026756,Ugt37a1,protein_coding,2L:20372409..20374083,3.44E-01,3.60E-01,1.48E-01,3.89E-01,0.0631,0.0320,4.55E-02,8.95E-02,0.9053
FBgn0026760,Tehao,protein_coding,2L:13435622..13439333,8.10E-23,1.28E-22,9.20E-01,9.63E-01,0.0000,0.0000,2.47E-01,3.34E-01,0.8750
FBgn0026761,Trap1,protein_coding,2R:2521152..2523767,5.26E-49,1.02E-48,5.51E-02,2.16E-01,0.0598,0.0940,1.92E-07,1.35E-06,0.5328
FBgn0026777,Rad23,protein_coding,4:328719..331448,1.38E-202,7.62E-202,2.45E-02,1.28E-01,0.0163,0.0050,6.86E-03,1.87E-02,0.1138
FBgn0026787,Nhe1,protein_coding,2L:103962..106732,2.21E-27,3.63E-27,1.29E-01,3.60E-01,0.0597,0.0094,1.22E-01,1.93E-01,0.7636
FBgn0026869,Thd1,protein_coding,4:561185..578480,1.22E-06,1.55E-06,2.97E-02,1.46E-01,0.0963,0.1410,2.93E-08,2.27E-07,0.7333
FBgn0026872,CG14777,protein_coding,X:1360782..1362725,2.28E-68,5.03E-68,8.38E-01,9.23E-01,0.0000,0.0175,1.59E-01,2.38E-01,0.5969
FBgn0026873,MED18,protein_coding,X:1759942..1760920,4.44E-136,1.48E-135,1.90E-02,1.08E-01,0.0324,0.0000,2.76E-01,3.62E-01,0.2637
FBgn0026874,CG13358,protein_coding,X:697457..701337,4.95E-15,7.15E-15,1.71E-01,4.24E-01,0.0484,0.1469,3.55E-08,2.72E-07,0.7255
FBgn0026876,CG11403,protein_coding,X:1130906..1133917,1.43E-246,1.19E-245,2.52E-02,1.30E-01,0.0097,0.0023,1.44E-02,3.50E-02,0.0688
FBgn0026878,CG4325,protein_coding,X:1936763..1937851,1.28E-13,1.82E-13,3.63E-01,6.23E-01,0.0000,0.0000,9.34E-01,9.41E-01,0.9289
FBgn0026879,CG13364,protein_coding,X:518791..519234,2.30E-56,4.70E-56,8.05E-01,9.06E-01,0.0000,0.0000,2.86E-01,3.72E-01,0.6788
FBgn0027052,CHIP,protein_coding,2L:10437548..10439240,1.11E-64,2.40E-64,7.61E-01,8.82E-01,0.0000,0.0370,2.91E-02,6.24E-02,0.5846
FBgn0027053,CSN5,protein_coding,3R:12295821..12297128,3.20E-179,1.46E-178,1.88E-01,4.46E-01,0.0081,0.0330,3.58E-10,3.45E-09,0.1344
FBgn0027054,CSN4,protein_coding,2R:3859680..3861604,4.43E-134,1.45E-133,1.23E-05,2.94E-04,0.0699,0.0046,7.10E-04,2.62E-03,0.2002
FBgn0027055,CSN3,protein_coding,3L:20832196..20834676,2.20E-225,1.49E-224,1.59E-01,4.07E-01,0.0068,0.0000,2.58E-01,3.44E-01,0.1042
FBgn0027057,CSN1b,protein_coding,3L:18896157..18898030,1.58E-36,2.81E-36,7.01E-02,2.52E-01,0.0710,0.0056,1.01E-01,1.68E-01,0.6957
FBgn0027066,Eb1,protein_coding,2R:2636732..2643805,1.68E-02,1.89E-02,3.61E-01,6.22E-01,0.0000,0.0000,2.67E-01,3.53E-01,0.9930
FBgn0027070,CG17322,protein_coding,2L:18826770..18829059,4.29E-98,1.13E-97,1.17E-09,7.07E-08,0.0785,0.1910,3.34E-54,3.81E-52,0.1423
FBgn0027073,CG4302,protein_coding,2R:17100385..17102477,4.35E-53,8.71E-53,3.86E-01,6.43E-01,0.0039,0.4704,2.23E-69,4.22E-67,0.3193
FBgn0027074,CG17324,protein_coding,2L:18819344..18822573,2.22E-140,7.62E-140,2.00E-01,4.61E-01,0.0105,0.0407,3.78E-07,2.56E-06,0.2241
FBgn0027079,Aats-val,protein_coding,2R:9086355..9090214,4.44E-244,3.59E-243,8.36E-01,9.22E-01,0.0000,0.0229,1.84E-15,2.83E-14,0.0635
FBgn0027080,Aats-tyr,protein_coding,3L:16410449..16412402,8.89E-138,3.00E-137,9.38E-01,9.71E-01,0.0000,0.0247,5.93E-03,1.65E-02,0.2878
FBgn0027081,Aats-thr,protein_coding,2L:12103734..12106894,1.63E-230,1.16E-229,2.28E-02,1.22E-01,0.0098,0.0122,1.73E-07,1.23E-06,0.0708
FBgn0027082,Aats-pro,protein_coding,3L:2650161..2651850,2.61E-57,5.36E-57,5.52E-01,7.63E-01,0.0000,0.0000,1.37E-01,2.12E-01,0.6629
FBgn0027083,Aats-met,protein_coding,3R:10077105..10085713,1.01E-71,2.28E-71,8.22E-01,9.16E-01,0.0000,0.0255,8.37E-02,1.44E-01,0.5678
FBgn0027084,Aats-lys,protein_coding,X:9500396..9502917,1.41E-289,1.92E-288,4.44E-01,6.88E-01,0.0006,0.0014,1.61E-01,2.40E-01,0.0508
FBgn0027085,Aats-leu,protein_coding,3L:4825853..4829038,6.29E-247,5.24E-246,5.19E-01,7.42E-01,0.0000,0.0044,5.38E-02,1.02E-01,0.0832
FBgn0027086,Aats-ile,protein_coding,3L:22281765..22285910,8.25E-277,9.57E-276,6.14E-02,2.31E-01,0.0052,0.0020,1.96E-02,4.51E-02,0.0497
FBgn0027087,Aats-his,protein_coding,X:18409432..18414478,6.93E-215,4.26E-214,5.85E-02,2.24E-01,0.0103,0.0051,1.13E-02,2.85E-02,0.1032
FBgn0027088,Aats-gly,protein_coding,3L:15088242..15090786,2.61E-284,3.32E-283,4.68E-02,1.95E-01,0.0051,0.0022,7.92E-03,2.11E-02,0.0440
FBgn0027090,Aats-gln,protein_coding,3R:21088989..21091443,1.92E-259,1.86E-258,1.13E-01,3.34E-01,0.0051,0.0000,1.85E-01,2.67E-01,0.0678
FBgn0027091,Aats-cys,protein_coding,2R:12030655..12033415,1.14E-242,9.11E-242,3.54E-02,1.63E-01,0.0088,0.0066,1.54E-04,6.60E-04,0.0674
FBgn0027093,Aats-arg,protein_coding,X:15735796..15738389,9.27E-279,1.11E-277,1.80E-01,4.36E-01,0.0000,0.0000,5.18E-01,5.85E-01,0.0598
FBgn0027094,Aats-ala,protein_coding,2L:8378262..8381764,5.89E-289,7.96E-288,2.65E-01,5.36E-01,0.0018,0.0055,5.83E-05,2.74E-04,0.0418
FBgn0027095,Manf,protein_coding,3R:12175115..12176523,1.38E-02,1.56E-02,2.98E-01,5.67E-01,0.0264,0.1572,1.73E-07,1.23E-06,0.8109
FBgn0027101,Dyrk3,protein_coding,4:1228815..1234439,4.35E-32,7.45E-32,6.15E-02,2.31E-01,0.0718,0.0598,4.82E-04,1.84E-03,0.6637
FBgn0027103,sec10,protein_coding,3R:19960545..19966247,5.10E-204,2.85E-203,6.63E-01,8.30E-01,0.0000,0.0132,1.66E-03,5.49E-03,0.1300
FBgn0027106,Inx7,protein_coding,X:6885645..6903902,1.10E-36,1.95E-36,7.92E-01,9.00E-01,0.0000,0.0983,5.15E-05,2.45E-04,0.6898
FBgn0027107,Inx6,protein_coding,X:20139007..20140526,1.29E-12,1.81E-12,1.93E-01,4.53E-01,0.0613,0.0000,1.75E-01,2.55E-01,0.8679
FBgn0027108,Inx2,protein_coding,X:6892705..6898184,3.56E-144,1.25E-143,4.68E-06,1.27E-04,0.0585,0.0198,2.04E-07,1.43E-06,0.1596
FBgn0027109,npf,protein_coding,3R:12434942..12437047,1.01E-32,1.74E-32,6.96E-02,2.51E-01,0.0408,0.0096,1.17E-01,1.88E-01,0.7490
FBgn0027111,miple,protein_coding,3L:267299..270336,3.00E-269,3.19E-268,4.85E-01,7.16E-01,0.0002,0.0088,9.05E-06,4.95E-05,0.0546
FBgn0027259,Kmn1,protein_coding,X:11465416..11466475,1.72E-13,2.44E-13,3.29E-01,5.97E-01,0.0238,0.0915,4.12E-04,1.61E-03,0.8128
